Item_Fat_Content,Item_ID,Item_Type,Item_Category,Item_Visibility,Visibility_Band,Item_Weight,Sales_Per_Weight,High_Rated_Item,Rating
Low Fat,NCV05,Health and Hygiene,Household,0.050562853,Medium,10.1,15.18471287,0,4
Low Fat,NCM29,Health and Hygiene,Household,0.029529474,Low,11.5,11.53587826,0,4
Low Fat,NCZ17,Health and Hygiene,Household,0.132952286,High,12.15,3.098814815,0,4
Low Fat,NCO41,Health and Hygiene,Household,0.031549131,Low,12.5,7.923072,0,4
Low Fat,NCP17,Health and Hygiene,Household,0,Low,19.35,3.37554522,0,4
Low Fat,NCP05,Health and Hygiene,Household,0.042324556,Medium,19.6,7.699102041,0,4
Low Fat,NCJ43,Household,Household,0.045308629,Medium,6.635,26.09489073,0,4
Low Fat,NCE31,Household,Household,0.309390255,High,7.67,4.33136897,0,4
Low Fat,NCD43,Household,Household,0.026814124,Low,8.85,11.72840678,0,4
Low Fat,NCO14,Household,Household,0.049617765,Medium,9.6,4.6050625,0,4
Low Fat,NCH54,Household,Household,0.12163321,High,13.5,11.97718519,0,4
Low Fat,NCX18,Household,Household,0.014719325,Low,14.15,13.91597173,0,4
Low Fat,NCL06,Household,Household,0.120624771,High,14.65,17.86753584,0,4
Low Fat,NCN30,Household,Household,0.02844314,Low,16.35,6.002507645,0,4
Low Fat,NCQ54,Household,Household,0.020993364,Low,17.7,9.42640678,0,4
Low Fat,NCF54,Household,Household,0.079299474,High,18,9.474566667,0,4
Low Fat,NCW42,Household,Household,0.097865088,High,18.2,12.18931868,0,4
Low Fat,NCA30,Household,Household,0.216478153,High,19,10.00985263,0,4
Low Fat,NCG43,Household,Household,0.124261614,High,20.2,4.635950495,0,4
Low Fat,NCR30,Household,Household,0.118827682,High,20.6,3.64415534,0,4
Low Fat,FDJ07,Meat,Perishables,0.02414202,Low,7.26,16.17286501,0,4
Low Fat,FDK15,Meat,Perishables,0.164724567,High,10.8,9.1115,0,4
Low Fat,FDP39,Meat,Perishables,0.116203156,High,12.65,4.231810277,0,4
Low Fat,FDI19,Meat,Perishables,0.087604871,High,15.1,16.04312583,0,4
Low Fat,NCP55,Others,Packaged Foods,0,Low,14.65,3.854020478,0,4
Low Fat,NCN14,Others,Packaged Foods,0.15385153,High,19.1,9.694282723,0,4
Low Fat,FDF33,Seafood,Packaged Foods,0.036045991,Medium,7.97,13.49555834,0,4
Low Fat,FDF22,Snack Foods,Packaged Foods,0.09512291,High,6.865,30.92815732,0,4
Low Fat,FDX21,Snack Foods,Packaged Foods,0.1422157,High,7.05,15.43137589,0,4
Low Fat,FDE34,Snack Foods,Packaged Foods,0.180588082,High,9.195,19.82201196,0,4
Low Fat,FDI22,Snack Foods,Packaged Foods,0.161039887,High,12.6,16.68739683,0,4
Low Fat,FDR21,Snack Foods,Packaged Foods,0.112036236,High,19.7,8.880050761,0,4
Low Fat,FDH10,Snack Foods,Packaged Foods,0.082526478,High,21,9.135609524,0,4
Low Fat,FDW10,Snack Foods,Packaged Foods,0.118297605,High,21.2,8.256462264,0,4
Low Fat,DRG49,Soft Drinks,Drinks,0.112906337,High,7.81,31.18419974,0,4
Low Fat,DRE01,Soft Drinks,Drinks,0.279783532,High,10.1,23.94566337,0,4
Low Fat,DRI37,Soft Drinks,Drinks,0.180096791,High,15.85,3.620845426,0,4
Regular,FDY24,Baking Goods,Packaged Foods,0.223440258,High,4.88,10.70282787,0,4
Regular,FDT24,Baking Goods,Packaged Foods,0.311090379,High,12.35,6.415611336,0,4
Regular,FDU12,Baking Goods,Packaged Foods,0.126791761,High,15.5,16.91334194,0,4
Regular,FDU60,Baking Goods,Packaged Foods,0.100262068,High,20,8.48066,0,4
Regular,FDQ47,Breads,Perishables,0.281509514,High,7.155,4.736184486,0,4
Regular,FDO11,Breads,Perishables,0.050657232,Medium,8,31.23865,0,4
Regular,FDM25,Breakfast,Packaged Foods,0.10154201,High,10.695,16.24789154,0,4
Regular,FDN49,Breakfast,Packaged Foods,0.209600084,High,17.25,2.339014493,0,4
Regular,FDI38,Canned,Packaged Foods,0.024482433,Low,13.35,15.41301873,0,4
Regular,FDC14,Canned,Packaged Foods,0.06904249,Medium,14.5,2.858303448,0,4
Regular,FDH14,Canned,Packaged Foods,0.078347922,High,17.1,8.297298246,0,4
Regular,FDV01,Canned,Packaged Foods,0.142189843,High,19.2,8.012052083,0,4
Regular,FDZ26,Dairy,Perishables,0.241055611,High,11.6,20.56225862,0,4
Regular,FDB40,Dairy,Perishables,0.012620221,Low,17.5,8.274868571,0,4
Regular,FDY26,Dairy,Perishables,0.051068365,Medium,20.6,10.34099029,0,4
Regular,FDE28,Frozen Foods,Perishables,0.221856492,High,9.5,24.40703158,0,4
Regular,FDW40,Frozen Foods,Perishables,0.175991929,High,14,10.0558,0,4
Regular,FDB41,Frozen Foods,Perishables,0.162882227,High,19,2.466936842,0,4
Regular,FDH53,Frozen Foods,Perishables,0.032136417,Low,20.5,4.095570732,0,4
Regular,FDN08,Fruits and Vegetables,Perishables,0.147904328,High,7.72,15.10966321,0,4
Regular,FDW44,Fruits and Vegetables,Perishables,0.058835928,Medium,9.5,17.92050526,0,4
Regular,FDM08,Fruits and Vegetables,Perishables,0.089688978,High,10.1,22.32760396,0,4
Regular,FDZ08,Fruits and Vegetables,Perishables,0,Low,12.5,6.468736,0,4
Regular,FDS19,Fruits and Vegetables,Perishables,0.107469819,High,13.8,5.637768116,0,4
Regular,FDC21,Fruits and Vegetables,Perishables,0.071904258,Medium,14.6,7.316808219,0,4
Regular,FDZ07,Fruits and Vegetables,Perishables,0.157154813,High,15.1,4.120490066,0,4
Regular,FDD56,Fruits and Vegetables,Perishables,0.173703549,High,15.2,11.56614474,0,4
Regular,FDL32,Fruits and Vegetables,Perishables,0.204984538,High,15.7,7.073528662,0,4
Regular,FDT56,Fruits and Vegetables,Perishables,0.193477995,High,16,3.4952875,0,4
Regular,FDY56,Fruits and Vegetables,Perishables,0.104463896,High,16.35,13.89028746,0,4
Regular,FDP44,Fruits and Vegetables,Perishables,0.133424184,High,16.5,6.195951515,0,4
Regular,FDW32,Fruits and Vegetables,Perishables,0.15783357,High,18.35,4.77319891,0,4
Regular,FDR20,Fruits and Vegetables,Perishables,0,Low,20,2.32372,0,4
Regular,FDX31,Fruits and Vegetables,Perishables,0.024815024,Low,20.35,11.50347912,0,4
Regular,FDJ20,Fruits and Vegetables,Perishables,0.16767231,High,20.7,6.001874396,0,4
Regular,FDP03,Meat,Perishables,0.10239789,High,5.15,23.71627184,0,4
Regular,FDY39,Meat,Perishables,0.07871639,High,5.305,34.60147031,0,4
Regular,FDT51,Meat,Perishables,0.018275816,Low,11.65,9.515399142,0,4
Regular,FDX39,Meat,Perishables,0.083147702,High,14.3,14.69640559,0,4
Regular,FDQ51,Meat,Perishables,0.029377239,Low,16,2.8857375,0,4
Regular,FDU27,Meat,Perishables,0.28701714,High,18.6,2.625677419,0,4
Regular,FDJ57,Seafood,Packaged Foods,0.036109859,Medium,7.42,25.14261456,0,4
Regular,FDS45,Snack Foods,Packaged Foods,0.04937018,Medium,5.175,20.63037681,0,4
Regular,FDF34,Snack Foods,Packaged Foods,0.02346559,Low,9.3,21.24821505,0,4
Regular,FDG58,Snack Foods,Packaged Foods,0.145253944,High,10.695,14.67014493,0,4
Regular,FDG34,Snack Foods,Packaged Foods,0.062885197,Medium,11.5,9.280469565,0,4
Regular,FDW09,Snack Foods,Packaged Foods,0.043386131,Medium,13.65,5.87767033,0,4
Regular,FDT10,Snack Foods,Packaged Foods,0.103849783,High,16.7,3.524323353,0,4
Regular,DRA59,Soft Drinks,Drinks,0.214125129,High,8.27,22.24817412,0,4
Regular,DRA24,Soft Drinks,Drinks,0.066831682,Medium,19.35,8.469602067,0,4
Regular,DRL01,Soft Drinks,Drinks,0.129170642,High,19.5,11.99978462,0,4
Regular,FDD47,Starchy Foods,Packaged Foods,0.238366442,High,7.6,22.61115789,0,4
Regular,FDH47,Starchy Foods,Packaged Foods,0.21561193,High,13.5,7.304207407,0,4
low fat,DRK59,Hard Drinks,Drinks,0.126287542,High,8.895,26.4824733,0,4
low fat,NCX54,Household,Household,0.080442371,High,9.195,11.71965198,0,4
low fat,NCI31,Others,Packaged Foods,0.136124989,High,20,1.91595,0,4
Regular,FDM12,Baking Goods,Packaged Foods,0.117026714,High,16.7,11.33062275,0,4
Regular,FDL14,Canned,Packaged Foods,0.05382735,Medium,8.115,19.13705484,0,4
Regular,FDL52,Frozen Foods,Perishables,0.077145553,High,6.635,6.006119066,0,4
Regular,FDF56,Fruits and Vegetables,Perishables,0.199955274,High,16.7,10.92201198,0,4
Regular,FDT39,Meat,Perishables,0.016516867,Low,6.26,24.14322684,0,4
Regular,FDC59,Starchy Foods,Packaged Foods,0.091437584,High,16.7,3.851305389,0,4
Low Fat,FDK14,Canned,Packaged Foods,0.041071581,Medium,6.98,11.83286533,0,4
Low Fat,FDD02,Canned,Packaged Foods,0,Low,16.6,7.067012048,0,4
Low Fat,FDC17,Frozen Foods,Perishables,0.01544786,Low,12.15,17.39035391,0,4
Low Fat,FDQ16,Frozen Foods,Perishables,0.041703666,Medium,19.7,5.542700508,0,4
Low Fat,FDA19,Fruits and Vegetables,Perishables,0.055081623,Medium,7.52,17.14087766,0,4
Low Fat,NCT41,Health and Hygiene,Household,0.055943697,Medium,15.7,9.592509554,0,4
Low Fat,NCM30,Household,Household,0.067239404,Medium,19.1,2.077465969,0,4
Low Fat,NCQ43,Others,Packaged Foods,0.111209003,High,17.75,6.072743662,0,4
Low Fat,NCM26,Others,Packaged Foods,0.02312394,Low,20.5,7.543121951,0,4
Low Fat,FDW24,Baking Goods,Packaged Foods,0.037465846,Medium,6.8,6.985794118,0,4
Low Fat,FDY59,Baking Goods,Packaged Foods,0.031377308,Low,8.195,11.42723612,0,4
Low Fat,FDS12,Baking Goods,Packaged Foods,0.173973652,High,9.1,13.90507692,0,4
Low Fat,FDZ12,Baking Goods,Packaged Foods,0.102893121,High,9.17,15.47949836,0,4
Low Fat,FDA23,Baking Goods,Packaged Foods,0.04714777,Medium,9.8,10.44914286,0,4
Low Fat,FDI24,Baking Goods,Packaged Foods,0.078678276,High,10.3,17.18805825,0,4
Low Fat,FDT36,Baking Goods,Packaged Foods,0,Low,12.3,3.031495935,0,4
Low Fat,FDC37,Baking Goods,Packaged Foods,0.032845997,Low,15.5,6.889922581,0,4
Low Fat,FDO12,Baking Goods,Packaged Foods,0.054884821,Medium,15.75,12.40286984,0,4
Low Fat,FDP60,Baking Goods,Packaged Foods,0,Low,17.35,5.873291066,0,4
Low Fat,FDW48,Baking Goods,Packaged Foods,0.008533716,Low,18,4.364544444,0,4
Low Fat,FDO60,Baking Goods,Packaged Foods,0.034340926,Low,20,2.27043,0,4
Low Fat,FDS60,Baking Goods,Packaged Foods,0.032421521,Low,20.85,8.712997602,0,4
Low Fat,FDQ23,Breads,Perishables,0.024505418,Low,6.55,15.71499237,0,4
Low Fat,FDX59,Breads,Perishables,0.051618281,Medium,10.195,3.134458068,0,4
Low Fat,FDR35,Breads,Perishables,0.020680499,Low,12.5,15.781936,0,4
Low Fat,FDR23,Breads,Perishables,0.081719458,High,15.85,11.2326183,0,4
Low Fat,FDO23,Breads,Perishables,0.146305498,High,17.85,5.274151261,0,4
Low Fat,FDM13,Breakfast,Packaged Foods,0.063122753,Medium,6.425,20.44554086,0,4
Low Fat,FDQ37,Breakfast,Packaged Foods,0.089186387,High,20.75,9.317966265,0,4
Low Fat,FDK50,Canned,Packaged Foods,0.028339599,Low,7.96,20.41324121,0,4
Low Fat,FDS49,Canned,Packaged Foods,0.079279489,High,9,8.584933333,0,4
Low Fat,FDE26,Canned,Packaged Foods,0.088931701,High,9.3,15.41705376,0,4
Low Fat,FDQ13,Canned,Packaged Foods,0.010632752,Low,11.1,7.440612613,0,4
Low Fat,FDY13,Canned,Packaged Foods,0.030102335,Low,12.1,6.179090909,0,4
Low Fat,FDC38,Canned,Packaged Foods,0.122392031,High,15.7,8.483707006,0,4
Low Fat,FDX37,Canned,Packaged Foods,0,Low,16.2,6.208024691,0,4
Low Fat,FDO50,Canned,Packaged Foods,0.078103689,High,16.25,5.611101538,0,4
Low Fat,FDG26,Canned,Packaged Foods,0.042614361,Medium,18.85,13.54551724,0,4
Low Fat,DRI03,Dairy,Perishables,0.0226848,Low,6.03,29.5361194,0,4
Low Fat,DRG15,Dairy,Perishables,0,Low,6.13,9.812985318,0,4
Low Fat,FDS14,Dairy,Perishables,0.049922304,Medium,7.285,21.54135896,0,4
Low Fat,FDB16,Dairy,Perishables,0.044888397,Medium,8.21,10.63578563,0,4
Low Fat,FDA15,Dairy,Perishables,0.016009057,Low,9.3,26.94722581,0,4
Low Fat,FDY14,Dairy,Perishables,0.069981909,Medium,10.3,25.53617476,0,4
Low Fat,FDR14,Dairy,Perishables,0.173904193,High,11.65,4.491828326,0,4
Low Fat,FDW50,Dairy,Perishables,0.075515154,Medium,13.1,12.76456489,0,4
Low Fat,FDX02,Dairy,Perishables,0.057012606,Medium,16,14.065025,0,4
Low Fat,FDX26,Dairy,Perishables,0,Low,17.7,10.31238418,0,4
Low Fat,FDK51,Dairy,Perishables,0.005230786,Low,19.85,13.35961713,0,4
Low Fat,FDV14,Dairy,Perishables,0.044460448,Medium,19.85,4.472826196,0,4
Low Fat,FDR26,Dairy,Perishables,0.04280113,Medium,20.7,8.613661836,0,4
Low Fat,FDO28,Frozen Foods,Perishables,0.072238195,Medium,5.765,20.81696444,0,4
Low Fat,FDN40,Frozen Foods,Perishables,0.086384841,High,5.88,26.07139456,0,4
Low Fat,FDR04,Frozen Foods,Perishables,0.022548195,Low,7.075,13.5274629,0,4
Low Fat,FDF16,Frozen Foods,Perishables,0.086060695,High,7.3,20.52158904,0,4
Low Fat,FDD17,Frozen Foods,Perishables,0.032599801,Low,7.5,31.75874667,0,4
Low Fat,FDC53,Frozen Foods,Perishables,0.008828341,Low,8.68,11.51364055,0,4
Low Fat,FDK16,Frozen Foods,Perishables,0.115233813,High,9.065,10.41471594,0,4
Low Fat,FDL16,Frozen Foods,Perishables,0.168312678,High,12.85,3.572451362,0,4
Low Fat,FDX40,Frozen Foods,Perishables,0.098910759,High,12.85,2.927346304,0,4
Low Fat,FDS40,Frozen Foods,Perishables,0.014007727,Low,15.35,2.496351792,0,4
Low Fat,FDF04,Frozen Foods,Perishables,0,Low,17.5,14.76173714,0,4
Low Fat,FDX16,Frozen Foods,Perishables,0.06575528,Medium,17.85,8.48767507,0,4
Low Fat,FDF09,Fruits and Vegetables,Perishables,0.012138795,Low,6.215,6.320965406,0,4
Low Fat,FDU32,Fruits and Vegetables,Perishables,0,Low,8.785,13.7212749,0,4
Low Fat,FDK56,Fruits and Vegetables,Perishables,0.129889831,High,9.695,19.12220732,0,4
Low Fat,FDP19,Fruits and Vegetables,Perishables,0,Low,11.5,11.24914783,0,4
Low Fat,FDY07,Fruits and Vegetables,Perishables,0.12150063,High,11.8,3.969508475,0,4
Low Fat,FDM44,Fruits and Vegetables,Perishables,0.031023835,Low,12.5,8.32792,0,4
Low Fat,FDH32,Fruits and Vegetables,Perishables,0.075996742,Medium,12.8,7.589140625,0,4
Low Fat,FDF20,Fruits and Vegetables,Perishables,0.033192524,Low,12.85,15.49235798,0,4
Low Fat,FDD09,Fruits and Vegetables,Perishables,0,Low,13.5,13.33315556,0,4
Low Fat,FDC44,Fruits and Vegetables,Perishables,0.172453254,High,15.6,7.381525641,0,4
Low Fat,FDP07,Fruits and Vegetables,Perishables,0.08982696,High,18.2,10.83027473,0,4
Low Fat,FDY19,Fruits and Vegetables,Perishables,0.041330512,Medium,19.75,5.865650633,0,4
Low Fat,FDM32,Fruits and Vegetables,Perishables,0.020587886,Low,20.5,4.369902439,0,4
Low Fat,DRN35,Hard Drinks,Drinks,0.070189131,Medium,8.01,4.738227216,0,4
Low Fat,DRQ35,Hard Drinks,Drinks,0.042256257,Medium,9.3,13.38051613,0,4
Low Fat,DRN47,Hard Drinks,Drinks,0.016812745,Low,12.1,14.93107438,0,4
Low Fat,DRP47,Hard Drinks,Drinks,0.14048631,High,15.75,16.04686984,0,4
Low Fat,DRM23,Hard Drinks,Drinks,0.135620265,High,16.6,10.41820482,0,4
Low Fat,NCO05,Health and Hygiene,Household,0.046520703,Medium,7.27,13.44407153,0,4
Low Fat,NCX29,Health and Hygiene,Household,0.089078338,High,10,14.71102,0,4
Low Fat,NCO29,Health and Hygiene,Household,0.032229348,Low,11.15,14.64148879,0,4
Low Fat,NCS05,Health and Hygiene,Household,0.020960615,Low,11.5,11.5908,0,4
Low Fat,NCW29,Health and Hygiene,Household,0.028838938,Low,14,9.237928571,0,4
Low Fat,NCV41,Health and Hygiene,Household,0.017024598,Low,14.35,7.653156794,0,4
Low Fat,NCP53,Health and Hygiene,Household,0.032862976,Low,14.75,16.18241356,0,4
Low Fat,NCD42,Health and Hygiene,Household,0.012627329,Low,16.5,2.348521212,0,4
Low Fat,NCJ05,Health and Hygiene,Household,0.04604992,Medium,18.7,8.126641711,0,4
Low Fat,NCU41,Health and Hygiene,Household,0.0520115,Medium,18.85,10.09997878,0,4
Low Fat,NCL05,Health and Hygiene,Household,0.047857804,Medium,19.6,2.299846939,0,4
Low Fat,NCX53,Health and Hygiene,Household,0.014925407,Low,20.1,7.135094527,0,4
Low Fat,NCF55,Household,Household,0.021648305,Low,6.675,5.346426966,0,4
Low Fat,NCS06,Household,Household,0.031710329,Low,7.935,33.1557656,0,4
Low Fat,NCP14,Household,Household,0.110197977,High,8.275,12.5958429,0,4
Low Fat,NCH43,Household,Household,0.070510189,Medium,8.42,25.46546318,0,4
Low Fat,NCT54,Household,Household,0.119436131,High,8.695,10.89239793,0,4
Low Fat,NCD43,Household,Household,0.016006626,Low,8.85,11.94309605,0,4
Low Fat,NCE19,Household,Household,0.092937216,High,8.97,6.09761427,0,4
Low Fat,NCK18,Household,Household,0.006692529,Low,9.6,17.179,0,4
Low Fat,NCJ54,Household,Household,0.060017128,Medium,9.895,23.3313997,0,4
Low Fat,NCE18,Household,Household,0.021407511,Low,10,24.8175,0,4
Low Fat,NCZ42,Household,Household,0.011278535,Low,10.5,22.57379048,0,4
Low Fat,NCQ06,Household,Household,0.041789718,Medium,13,19.70010769,0,4
Low Fat,NCW18,Household,Household,0.059275452,Medium,15.1,15.82283444,0,4
Low Fat,NCD18,Household,Household,0.072608647,Medium,16,14.272925,0,4
Low Fat,NCG55,Household,Household,0.039113587,Medium,16.25,7.139544615,0,4
Low Fat,NCC30,Household,Household,0.027556247,Low,16.6,10.64062651,0,4
Low Fat,NCI55,Household,Household,0.012643035,Low,18.6,6.443086022,0,4
Low Fat,NCI42,Household,Household,0.01035692,Low,18.75,11.11442133,0,4
Low Fat,NCA30,Household,Household,0.129226104,High,19,10.03090526,0,4
Low Fat,NCD30,Household,Household,0.026826919,Low,19.7,5.013837563,0,4
Low Fat,NCG30,Household,Household,0.112227747,High,20.2,6.114089109,0,4
Low Fat,NCG43,Household,Household,0.074177667,Medium,20.2,4.616148515,0,4
Low Fat,NCI30,Household,Household,0.058886477,Medium,20.25,12.1257284,0,4
Low Fat,NCN42,Household,Household,0,Low,20.25,7.192187654,0,4
Low Fat,NCY30,Household,Household,0.02593166,Low,20.25,9.017165432,0,4
Low Fat,NCQ42,Household,Household,0.039235527,Medium,20.35,6.253945946,0,4
Low Fat,NCE54,Household,Household,0.026877471,Low,20.7,3.605574879,0,4
Low Fat,NCD54,Household,Household,0.028984804,Low,21.1,6.927895735,0,4
Low Fat,FDA39,Meat,Perishables,0.012707362,Low,6.32,6.500348101,0,4
Low Fat,FDL43,Meat,Perishables,0.027041859,Low,10.1,7.67990099,0,4
Low Fat,FDV39,Meat,Perishables,0.007273831,Low,11.3,17.402,0,4
Low Fat,FDI19,Meat,Perishables,0.052295514,Medium,15.1,16.08948344,0,4
Low Fat,FDH19,Meat,Perishables,0.033060937,Low,19.35,8.913374677,0,4
Low Fat,NCM07,Others,Packaged Foods,0.039928582,Medium,9.395,8.865439063,0,4
Low Fat,NCM43,Others,Packaged Foods,0.019459164,Low,14.5,11.14627586,0,4
Low Fat,FDH21,Seafood,Packaged Foods,0.031199028,Low,10.395,15.34010582,0,4
Low Fat,FDL33,Snack Foods,Packaged Foods,0.099879337,High,7.235,26.97238424,0,4
Low Fat,FDQ09,Snack Foods,Packaged Foods,0.058083831,Medium,7.235,15.71297858,0,4
Low Fat,FDD58,Snack Foods,Packaged Foods,0.05930285,Medium,7.76,12.72809278,0,4
Low Fat,FDK21,Snack Foods,Packaged Foods,0.010003987,Low,7.905,31.71926629,0,4
Low Fat,FDA58,Snack Foods,Packaged Foods,0.103664897,High,9.395,24.87420969,0,4
Low Fat,FDW34,Snack Foods,Packaged Foods,0.035549527,Medium,9.6,25.42885417,0,4
Low Fat,FDV09,Snack Foods,Packaged Foods,0.020551458,Low,12.1,12.1217686,0,4
Low Fat,FDU22,Snack Foods,Packaged Foods,0,Low,12.35,9.628534413,0,4
Low Fat,FDA21,Snack Foods,Packaged Foods,0.035930784,Medium,13.65,13.51592674,0,4
Low Fat,FDZ45,Snack Foods,Packaged Foods,0.06682033,Medium,14.1,14.10697872,0,4
Low Fat,FDN09,Snack Foods,Packaged Foods,0.034845668,Low,14.15,17.15779505,0,4
Low Fat,FDY21,Snack Foods,Packaged Foods,0,Low,15.1,12.92788079,0,4
Low Fat,FDM33,Snack Foods,Packaged Foods,0.087646694,High,15.6,14.20383333,0,4
Low Fat,FDL34,Snack Foods,Packaged Foods,0.040911824,Medium,16,8.8281,0,4
Low Fat,FDV45,Snack Foods,Packaged Foods,0.045009952,Medium,16.75,11.15555821,0,4
Low Fat,FDX45,Snack Foods,Packaged Foods,0.104768536,High,16.75,9.263462687,0,4
Low Fat,FDZ10,Snack Foods,Packaged Foods,0.04442649,Medium,17.85,6.997310924,0,4
Low Fat,DRC25,Soft Drinks,Drinks,0.045334098,Medium,5.73,15.19863874,0,4
Low Fat,DRD12,Soft Drinks,Drinks,0.077129323,High,6.96,13.32106322,0,4
Low Fat,DRE48,Soft Drinks,Drinks,0.017311312,Low,8.43,23.47293001,0,4
Low Fat,DRH13,Soft Drinks,Drinks,0.023866079,Low,8.575,12.49306122,0,4
Low Fat,DRK12,Soft Drinks,Drinks,0.041851461,Medium,9.5,3.314736842,0,4
Low Fat,DRN37,Soft Drinks,Drinks,0.096217262,High,9.6,17.55372917,0,4
Low Fat,DRA12,Soft Drinks,Drinks,0.040911824,Medium,11.6,12.26856897,0,4
Low Fat,DRB25,Soft Drinks,Drinks,0.069401919,Medium,12.3,8.77998374,0,4
Low Fat,DRD13,Soft Drinks,Drinks,0.049038621,Medium,15,4.36112,0,4
Low Fat,DRM37,Soft Drinks,Drinks,0.096317593,High,15.35,12.85842345,0,4
Low Fat,DRD60,Soft Drinks,Drinks,0.037201127,Medium,15.7,11.57728662,0,4
Low Fat,DRI25,Soft Drinks,Drinks,0.03387323,Low,19.6,2.865377551,0,4
Low Fat,DRE49,Soft Drinks,Drinks,0.021232318,Low,20.75,7.282043373,0,4
Low Fat,FDC35,Starchy Foods,Packaged Foods,0.122735471,High,7.435,27.60777404,0,4
Low Fat,FDA34,Starchy Foods,Packaged Foods,0.01484819,Low,11.5,14.96591304,0,4
Low Fat,FDG47,Starchy Foods,Packaged Foods,0.069560905,Medium,12.8,20.54884375,0,4
Low Fat,FDD11,Starchy Foods,Packaged Foods,0.030591255,Low,12.85,19.56451362,0,4
Low Fat,FDH35,Starchy Foods,Packaged Foods,0.060198496,Medium,18.25,8.928909589,0,4
Low Fat,FDC11,Starchy Foods,Packaged Foods,0.141674844,High,20.5,4.425229268,0,4
Low Fat,FDF47,Starchy Foods,Packaged Foods,0.097536998,High,20.85,10.80933333,0,4
Regular,FDI60,Baking Goods,Packaged Foods,0.03828933,Medium,7.22,8.968282548,0,4
Regular,FDM60,Baking Goods,Packaged Foods,0,Low,10.8,3.640166667,0,4
Regular,FDO48,Baking Goods,Packaged Foods,0.02681843,Low,15,14.64970667,0,4
Regular,FDV12,Baking Goods,Packaged Foods,0.06082402,Medium,16.7,5.912479042,0,4
Regular,FDZ23,Baking Goods,Packaged Foods,0.067446626,Medium,17.75,10.40698592,0,4
Regular,FDJ60,Baking Goods,Packaged Foods,0.062476391,Medium,19.35,8.502242894,0,4
Regular,FDQ59,Breads,Perishables,0.056339618,Medium,9.8,8.601102041,0,4
Regular,FDP49,Breakfast,Packaged Foods,0.069031467,Medium,9,6.117933333,0,4
Regular,FDR37,Breakfast,Packaged Foods,0.06619442,Medium,16.5,11.17752727,0,4
Regular,FDR01,Canned,Packaged Foods,0.053576661,Medium,5.405,37.10901018,0,4
Regular,FDM38,Canned,Packaged Foods,0.092694107,High,5.885,9.124587935,0,4
Regular,FDN38,Canned,Packaged Foods,0.091895319,High,6.615,37.58742252,0,4
Regular,FDZ01,Canned,Packaged Foods,0.009051307,Low,8.975,11.48735376,0,4
Regular,FDU37,Canned,Packaged Foods,0.104421237,High,9.5,8.441684211,0,4
Regular,FDB02,Canned,Packaged Foods,0.029140008,Low,9.695,18.18844765,0,4
Regular,FDF38,Canned,Packaged Foods,0.02633607,Low,11.8,3.441847458,0,4
Regular,FDM50,Canned,Packaged Foods,0.030064132,Low,13,4.463230769,0,4
Regular,FDE14,Canned,Packaged Foods,0.031418984,Low,13.65,7.272527473,0,4
Regular,FDC14,Canned,Packaged Foods,0.041214746,Medium,14.5,2.899682759,0,4
Regular,FDY37,Canned,Packaged Foods,0.026546765,Low,17,8.361588235,0,4
Regular,FDH26,Canned,Packaged Foods,0.03467086,Low,19.25,7.36881039,0,4
Regular,FDW02,Dairy,Perishables,0.037668051,Medium,4.805,26.38301769,0,4
Regular,FDA26,Dairy,Perishables,0.073858923,Medium,7.855,27.83554424,0,4
Regular,FDC03,Dairy,Perishables,0.071786706,Medium,8.575,22.55153353,0,4
Regular,FDT14,Dairy,Perishables,0.127620811,High,10.695,11.14950912,0,4
Regular,FDB04,Dairy,Perishables,0.063173691,Medium,11.35,7.593444934,0,4
Regular,FDW26,Dairy,Perishables,0.106968096,High,11.8,18.78620339,0,4
Regular,FDD52,Dairy,Perishables,0.183142346,High,18.25,6.046958904,0,4
Regular,FDV26,Dairy,Perishables,0.076097073,Medium,20.25,9.559476543,0,4
Regular,FDD41,Frozen Foods,Perishables,0.087187488,High,6.765,15.59949741,0,4
Regular,FDY28,Frozen Foods,Perishables,0.152024355,High,7.47,28.35633199,0,4
Regular,FDR40,Frozen Foods,Perishables,0.008027701,Low,9.1,8.918879121,0,4
Regular,FDL28,Frozen Foods,Perishables,0.063121982,Medium,10,23.17668,0,4
Regular,FDO52,Frozen Foods,Perishables,0.077100381,Medium,11.6,14.86298276,0,4
Regular,FDJ40,Frozen Foods,Perishables,0.049547993,Medium,13.6,7.992,0,4
Regular,FDI16,Frozen Foods,Perishables,0.135662712,High,14,3.718857143,0,4
Regular,FDF29,Frozen Foods,Perishables,0.019917598,Low,15.1,8.571589404,0,4
Regular,FDY40,Frozen Foods,Perishables,0.085763562,High,15.5,3.165754839,0,4
Regular,FDV28,Frozen Foods,Perishables,0.159595473,High,16.1,2.040732919,0,4
Regular,FDW16,Frozen Foods,Perishables,0.041439718,Medium,17.35,5.405210375,0,4
Regular,FDR31,Fruits and Vegetables,Perishables,0.049121972,Medium,6.46,22.38547988,0,4
Regular,FDQ19,Fruits and Vegetables,Perishables,0.014353174,Low,7.35,33.01376871,0,4
Regular,FDT19,Fruits and Vegetables,Perishables,0.14492016,High,7.59,23.01818182,0,4
Regular,FDV44,Fruits and Vegetables,Perishables,0.039811272,Medium,8.365,22.87134489,0,4
Regular,FDW44,Fruits and Vegetables,Perishables,0.035121963,Medium,9.5,17.75208421,0,4
